Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Payment_Mode,Status,Channel,Merchant_ID
TXN002109,CUST02109,8/12/2024,Purchase,284.14,Debit Card,Success,Online,M978
TXN002110,CUST02110,4/19/2024,Purchase,983.69,Cash,Success,Online,M457
TXN002111,CUST02111,11/1/2023,Purchase,149.3,Cash,Success,Online,M859
TXN002112,CUST02112,12/16/2024,Purchase,210,Debit Card,Success,Online,M526
TXN002113,CUST02113,11/1/2023,Purchase,192.38,UPI,Success,Online,M111
TXN002114,CUST02114,7/2/2024,Purchase,895.05,Cash,Success,Online,M963
TXN002115,CUST02115,6/4/2023,Purchase,657.75,Cash,Success,Online,M544
TXN002116,CUST02116,11/15/2024,Purchase,160.58,UPI,Success,In-store,M488
TXN002117,CUST02117,5/6/2023,Purchase,445.92,UPI,Success,Online,M840
TXN002118,CUST02118,4/27/2023,Purchase,619.15,Cash,Success,Online,M704
TXN002119,CUST02119,3/7/2024,Purchase,92.63,Cash,Success,Online,M846
TXN002120,CUST02120,10/2/2023,Purchase,883.59,UPI,Success,In-store,M711
TXN002121,CUST02121,11/20/2023,Purchase,805.57,UPI,Success,Online,M286
TXN002122,CUST02122,5/13/2024,Purchase,510.15,Debit Card,Success,In-store,M986
TXN002123,CUST02123,11/22/2024,Purchase,967.46,Debit Card,Success,In-store,M765
TXN002124,CUST02124,5/29/2024,Purchase,423.58,UPI,Success,Online,M835
TXN002125,CUST02125,7/18/2024,Purchase,984.27,UPI,Success,Online,M983
TXN002126,CUST02126,4/17/2023,Purchase,671.24,Debit Card,Success,Online,M517
TXN002127,CUST02127,11/27/2023,Purchase,638.32,Debit Card,Success,Online,M169
TXN002128,CUST02128,4/21/2023,Purchase,174.3,UPI,Success,In-store,M323
TXN002129,CUST02129,12/15/2023,Purchase,883.11,Credit Card,Success,In-store,M631
TXN002130,CUST02130,9/24/2024,Purchase,433.21,UPI,Success,Online,M235
TXN002131,CUST02131,9/14/2024,Purchase,170.61,UPI,Failed,Online,M519
TXN002132,CUST02132,2/22/2024,Purchase,22.48,Credit Card,Success,Online,M900
TXN002133,CUST02133,4/11/2025,Purchase,564.16,Cash,Success,Online,M661
TXN002134,CUST02134,1/13/2024,Purchase,532.13,Credit Card,Success,Online,M587
TXN002135,CUST02135,4/27/2024,Purchase,722.16,UPI,Failed,In-store,M134
TXN002136,CUST02136,9/17/2023,Purchase,891.36,UPI,Success,In-store,M739
TXN002137,CUST02137,12/29/2023,Purchase,88.61,Cash,Failed,Online,M885
TXN002138,CUST02138,8/6/2023,Purchase,734.18,Debit Card,Success,In-store,M982
TXN002139,CUST02139,4/11/2024,Purchase,195.54,Debit Card,Success,Online,M553
TXN002140,CUST02140,5/5/2024,Purchase,859.6,UPI,Success,Online,M551
TXN002141,CUST02141,8/16/2024,Purchase,820.87,Cash,Success,Online,M567
TXN002142,CUST02142,8/25/2024,Purchase,545.39,Cash,Success,Online,M549
TXN002143,CUST02143,8/12/2023,Purchase,713.14,Cash,Success,Online,M710
TXN002144,CUST02144,3/3/2024,Purchase,321.21,Cash,Success,Online,M483
TXN002145,CUST02145,6/5/2024,Purchase,476.46,Cash,Success,In-store,M579
TXN002146,CUST02146,10/16/2023,Purchase,823.42,UPI,Success,Online,M141
TXN002147,CUST02147,8/8/2024,Purchase,464.67,Debit Card,Failed,Online,M875
TXN002148,CUST02148,11/26/2023,Purchase,364.22,Cash,Success,Online,M769
TXN002149,CUST02149,5/12/2023,Purchase,499.27,Credit Card,Success,Online,M310
TXN002150,CUST02150,3/26/2024,Purchase,829.97,Cash,Success,In-store,M683
TXN002151,CUST02151,11/9/2023,Purchase,341.86,Debit Card,Success,Online,M678
TXN002152,CUST02152,6/20/2024,Purchase,182.02,Debit Card,Success,In-store,M945
TXN002153,CUST02153,8/15/2023,Purchase,714.89,UPI,Success,Online,M516
TXN002154,CUST02154,9/20/2024,Purchase,827.72,Credit Card,Success,Online,M247
TXN002155,CUST02155,2/23/2025,Purchase,109.63,Cash,Success,Online,M485
TXN002156,CUST02156,4/2/2024,Purchase,247.48,Cash,Success,In-store,M328
TXN002157,CUST02157,11/13/2023,Refund,150.55,Credit Card,Success,In-store,M608
TXN002158,CUST02158,3/25/2025,Purchase,354.46,Debit Card,Success,In-store,M579
TXN002159,CUST02159,11/22/2023,Purchase,455.85,UPI,Success,Online,M703
TXN002160,CUST02160,12/31/2023,Purchase,751.34,Credit Card,Success,Online,M288
TXN002161,CUST02161,10/4/2023,Purchase,654.64,Cash,Success,In-store,M863
TXN002162,CUST02162,5/15/2024,Purchase,624.72,Credit Card,Success,Online,M927
TXN002163,CUST02163,1/10/2025,Purchase,358.85,Cash,Success,In-store,M877
TXN002164,CUST02164,7/11/2023,Purchase,843.03,Cash,Success,In-store,M554
TXN002165,CUST02165,11/8/2024,Purchase,476.57,UPI,Success,Online,M171
TXN002166,CUST02166,6/20/2023,Purchase,979.31,Cash,Success,Online,M786
TXN002167,CUST02167,7/15/2024,Refund,637.8,Cash,Success,Online,M904
TXN002168,CUST02168,10/11/2024,Purchase,135,Debit Card,Success,In-store,M187
TXN002169,CUST02169,2/1/2025,Refund,679.42,Cash,Success,Online,M156
TXN002170,CUST02170,11/21/2024,Purchase,331.85,UPI,Failed,In-store,M548
TXN002171,CUST02171,7/10/2024,Purchase,689.46,UPI,Success,Online,M877
TXN002172,CUST02172,7/13/2023,Purchase,78.94,Credit Card,Success,Online,M344
TXN002173,CUST02173,1/12/2024,Refund,183.13,Debit Card,Success,Online,M466
TXN002174,CUST02174,2/7/2025,Purchase,857.18,Cash,Success,In-store,M226
TXN002175,CUST02175,11/24/2023,Purchase,234.91,Cash,Success,In-store,M233
TXN002176,CUST02176,10/26/2023,Purchase,838.67,Debit Card,Success,Online,M667
TXN002177,CUST02177,3/24/2024,Purchase,286.48,Cash,Success,In-store,M711
TXN002178,CUST02178,9/5/2023,Purchase,646.45,UPI,Success,Online,M529
TXN002179,CUST02179,10/21/2023,Refund,697.21,UPI,Success,In-store,M276
TXN002180,CUST02180,3/5/2025,Purchase,517.53,Credit Card,Success,In-store,M291
TXN002181,CUST02181,3/17/2025,Refund,312.26,Cash,Success,In-store,M776
TXN002182,CUST02182,3/13/2024,Purchase,220.52,Cash,Success,Online,M912
TXN002183,CUST02183,12/28/2024,Purchase,42.86,Debit Card,Success,In-store,M133
TXN002184,CUST02184,10/1/2024,Purchase,310.91,Credit Card,Success,In-store,M516
TXN002185,CUST02185,9/6/2024,Purchase,656.63,Cash,Success,Online,M652
TXN002186,CUST02186,2/4/2025,Purchase,938.92,Cash,Success,In-store,M768
TXN002187,CUST02187,3/24/2024,Purchase,872.49,Debit Card,Success,Online,M271
TXN002188,CUST02188,10/25/2024,Purchase,768.4,Credit Card,Success,Online,M394
TXN002189,CUST02189,7/3/2024,Purchase,790.56,UPI,Success,In-store,M306
TXN002190,CUST02190,5/6/2024,Purchase,668.34,Cash,Success,Online,M267
TXN002191,CUST02191,6/7/2024,Purchase,267.68,Cash,Success,Online,M337
TXN002192,CUST02192,6/1/2023,Purchase,908.12,Cash,Success,Online,M297
TXN002193,CUST02193,11/17/2024,Purchase,674.02,Cash,Success,In-store,M800
TXN002194,CUST02194,7/2/2023,Purchase,564.84,Credit Card,Success,Online,M894
TXN002195,CUST02195,8/20/2023,Purchase,119.88,Cash,Success,Online,M347
TXN002196,CUST02196,12/6/2023,Purchase,452.58,UPI,Success,Online,M153
TXN002197,CUST02197,9/14/2023,Purchase,465.75,Credit Card,Success,Online,M906
TXN002198,CUST02198,5/5/2024,Purchase,865.92,Credit Card,Success,Online,M246
TXN002199,CUST02199,7/13/2023,Purchase,551.18,Cash,Success,Online,M320
TXN002200,CUST02200,9/4/2024,Purchase,386.6,Debit Card,Failed,In-store,M731
TXN002201,CUST02201,2/17/2024,Refund,977.03,Credit Card,Success,Online,M703
TXN002202,CUST02202,11/9/2024,Purchase,119.61,Credit Card,Success,In-store,M335
TXN002203,CUST02203,4/12/2024,Purchase,428.32,UPI,Success,Online,M358
TXN002204,CUST02204,1/22/2025,Purchase,51.6,Cash,Success,Online,M386
TXN002205,CUST02205,12/19/2023,Purchase,742.51,UPI,Success,Online,M488
TXN002206,CUST02206,4/21/2023,Purchase,918.9,Debit Card,Success,Online,M123
TXN002207,CUST02207,3/1/2025,Purchase,287.24,Debit Card,Success,Online,M906
TXN002208,CUST02208,3/25/2025,Purchase,859.76,Cash,Success,Online,M510
TXN002209,CUST02209,6/10/2024,Refund,299.3,Credit Card,Success,Online,M933
TXN002210,CUST02210,4/2/2024,Purchase,911.66,Debit Card,Success,Online,M825
TXN002211,CUST02211,6/18/2024,Purchase,756.42,Credit Card,Success,Online,M128
TXN002212,CUST02212,11/2/2024,Purchase,806.86,Debit Card,Success,In-store,M954
TXN002213,CUST02213,10/22/2024,Purchase,27.83,Cash,Success,Online,M968
TXN002214,CUST02214,7/20/2023,Purchase,963.18,UPI,Success,Online,M486
TXN002215,CUST02215,4/7/2025,Purchase,729.4,Debit Card,Failed,Online,M679
TXN002216,CUST02216,6/12/2023,Purchase,311.7,Credit Card,Success,Online,M364
TXN002217,CUST02217,10/18/2024,Purchase,831.1,Debit Card,Success,In-store,M824
TXN002218,CUST02218,6/4/2023,Refund,288.71,Credit Card,Success,Online,M332
TXN002219,CUST02219,9/24/2024,Purchase,874.03,UPI,Success,In-store,M796
TXN002220,CUST02220,9/6/2023,Purchase,121.45,Cash,Success,In-store,M102
TXN002221,CUST02221,3/7/2025,Purchase,706.65,Debit Card,Success,Online,M508
TXN002222,CUST02222,6/9/2023,Purchase,545.29,UPI,Success,Online,M726
TXN002223,CUST02223,7/29/2023,Purchase,105.57,Cash,Success,Online,M452
TXN002224,CUST02224,10/16/2023,Purchase,249.47,Credit Card,Success,Online,M770
TXN002225,CUST02225,2/7/2024,Purchase,22.28,Cash,Success,Online,M233
TXN002226,CUST02226,4/23/2023,Purchase,474.08,UPI,Success,Online,M295
TXN002227,CUST02227,2/18/2024,Purchase,308.25,Credit Card,Success,In-store,M449
TXN002228,CUST02228,11/22/2023,Purchase,602.37,Debit Card,Success,Online,M548
TXN002229,CUST02229,9/20/2023,Purchase,304.27,Credit Card,Success,In-store,M650
TXN002230,CUST02230,3/7/2024,Purchase,306.92,UPI,Success,Online,M501
TXN002231,CUST02231,9/18/2023,Purchase,745.76,Cash,Success,Online,M430
TXN002232,CUST02232,6/30/2023,Purchase,57.66,Credit Card,Success,Online,M897
TXN002233,CUST02233,8/10/2023,Purchase,903.87,Debit Card,Success,Online,M243
TXN002234,CUST02234,10/24/2023,Purchase,853.74,Credit Card,Success,Online,M713
TXN002235,CUST02235,6/11/2023,Purchase,671.13,UPI,Success,Online,M412
TXN002236,CUST02236,2/25/2025,Purchase,597.29,Cash,Success,Online,M192
TXN002237,CUST02237,8/11/2024,Purchase,893.38,UPI,Success,Online,M239
TXN002238,CUST02238,9/24/2023,Purchase,193.48,UPI,Success,In-store,M617
TXN002239,CUST02239,9/4/2024,Purchase,88.18,Credit Card,Success,In-store,M451
TXN002240,CUST02240,6/9/2024,Purchase,247.12,Cash,Success,Online,M348
TXN002241,CUST02241,2/21/2024,Refund,796.63,Credit Card,Success,Online,M593
TXN002242,CUST02242,9/27/2023,Purchase,44.32,Credit Card,Failed,Online,M832
TXN002243,CUST02243,1/8/2025,Purchase,586.98,Debit Card,Success,In-store,M954
TXN002244,CUST02244,3/2/2025,Purchase,995.48,UPI,Success,In-store,M149
TXN002245,CUST02245,5/14/2023,Purchase,857.14,UPI,Success,In-store,M133
TXN002246,CUST02246,5/7/2023,Refund,526.23,Cash,Success,Online,M904
TXN002247,CUST02247,8/18/2024,Purchase,73,Cash,Success,In-store,M491
TXN002248,CUST02248,2/24/2025,Purchase,833.06,UPI,Success,In-store,M982
TXN002249,CUST02249,6/30/2023,Purchase,602.99,Cash,Success,Online,M371
TXN002250,CUST02250,3/30/2025,Purchase,123.78,UPI,Success,Online,M359
TXN002251,CUST02251,2/7/2025,Purchase,102.92,Credit Card,Success,In-store,M643
TXN002252,CUST02252,9/17/2023,Purchase,910.53,Credit Card,Success,Online,M947
TXN002253,CUST02253,7/28/2024,Purchase,672.51,UPI,Success,In-store,M669
TXN002254,CUST02254,6/30/2023,Purchase,830.99,Credit Card,Success,In-store,M444
TXN002255,CUST02255,6/10/2023,Purchase,880.19,Credit Card,Success,In-store,M394
TXN002256,CUST02256,1/1/2024,Refund,576.05,Cash,Success,In-store,M644
TXN002257,CUST02257,12/22/2024,Purchase,522.27,UPI,Success,Online,M590
TXN002258,CUST02258,5/19/2023,Purchase,436.12,UPI,Success,Online,M898
TXN002259,CUST02259,8/10/2023,Purchase,323.78,UPI,Success,Online,M448
TXN002260,CUST02260,5/11/2023,Purchase,440.25,Debit Card,Success,Online,M351
TXN002261,CUST02261,4/29/2023,Purchase,776.14,Debit Card,Success,In-store,M209
TXN002262,CUST02262,3/1/2024,Purchase,605.9,Debit Card,Success,Online,M219
TXN002263,CUST02263,6/23/2023,Purchase,893.6,Credit Card,Success,Online,M692
TXN002264,CUST02264,8/7/2024,Purchase,448.95,Cash,Success,Online,M746
TXN002265,CUST02265,5/3/2023,Purchase,611.02,UPI,Success,Online,M871
TXN002266,CUST02266,12/11/2024,Purchase,634.99,Debit Card,Success,Online,M883
TXN002267,CUST02267,3/15/2024,Purchase,595.78,Cash,Success,Online,M918
TXN002268,CUST02268,3/23/2024,Purchase,705.61,UPI,Success,Online,M632
TXN002269,CUST02269,7/5/2024,Purchase,245.06,UPI,Success,Online,M902
TXN002270,CUST02270,12/9/2024,Purchase,517.24,UPI,Success,In-store,M110
TXN002271,CUST02271,5/7/2024,Purchase,113.18,UPI,Success,Online,M362
TXN002272,CUST02272,2/24/2025,Purchase,390.67,Cash,Success,Online,M270
TXN002273,CUST02273,9/21/2023,Purchase,492.79,Debit Card,Success,Online,M470
TXN002274,CUST02274,5/30/2024,Purchase,655.7,Debit Card,Success,In-store,M458
TXN002275,CUST02275,12/19/2024,Purchase,951.03,Credit Card,Success,Online,M418
TXN002276,CUST02276,4/15/2024,Purchase,604.64,Cash,Success,Online,M246
TXN002277,CUST02277,4/27/2024,Purchase,746.16,Debit Card,Success,Online,M642
TXN002278,CUST02278,1/12/2025,Purchase,511.2,Debit Card,Success,In-store,M921
TXN002279,CUST02279,7/22/2024,Purchase,637.76,Credit Card,Success,Online,M106
TXN002280,CUST02280,10/10/2024,Refund,80.22,UPI,Success,Online,M431
TXN002281,CUST02281,2/28/2024,Purchase,261.85,Credit Card,Success,Online,M353
TXN002282,CUST02282,3/12/2024,Purchase,368.23,Debit Card,Success,Online,M554
TXN002283,CUST02283,12/3/2024,Purchase,477.77,Debit Card,Success,Online,M520
TXN002284,CUST02284,6/30/2023,Purchase,55.19,UPI,Success,In-store,M878
TXN002285,CUST02285,4/6/2024,Purchase,148.62,UPI,Success,Online,M409
TXN002286,CUST02286,5/25/2023,Refund,284.05,UPI,Success,Online,M235
TXN002287,CUST02287,6/7/2024,Purchase,971.82,UPI,Success,Online,M473
TXN002288,CUST02288,10/14/2023,Refund,338.03,Cash,Success,Online,M441
TXN002289,CUST02289,4/5/2024,Purchase,487.22,UPI,Success,Online,M919
TXN002290,CUST02290,3/28/2024,Refund,204.14,Credit Card,Success,Online,M130
TXN002291,CUST02291,9/10/2023,Purchase,614.67,Cash,Success,Online,M591
TXN002292,CUST02292,5/22/2024,Refund,287.88,Cash,Success,Online,M670
TXN002293,CUST02293,2/9/2024,Purchase,214.92,Debit Card,Success,Online,M980
TXN002294,CUST02294,4/24/2023,Purchase,521.41,Cash,Success,In-store,M534
TXN002295,CUST02295,2/3/2025,Purchase,15.45,Cash,Success,Online,M663
TXN002296,CUST02296,9/22/2023,Purchase,17.59,Cash,Success,Online,M642
TXN002297,CUST02297,6/21/2024,Purchase,226.88,Debit Card,Success,In-store,M752
TXN002298,CUST02298,2/14/2024,Purchase,46.35,Cash,Success,Online,M557
TXN002299,CUST02299,8/19/2023,Purchase,116.95,Credit Card,Success,In-store,M657
TXN002300,CUST02300,2/14/2025,Purchase,345.47,Debit Card,Success,Online,M506
TXN002301,CUST02301,3/24/2024,Purchase,804.56,Debit Card,Success,Online,M128
TXN002302,CUST02302,10/11/2023,Purchase,576.33,Credit Card,Success,Online,M795
TXN002303,CUST02303,9/23/2024,Purchase,517.54,UPI,Success,Online,M284
TXN002304,CUST02304,7/27/2023,Purchase,300.55,Debit Card,Success,Online,M143
TXN002305,CUST02305,8/27/2023,Purchase,932.44,Debit Card,Success,Online,M334
TXN002306,CUST02306,7/9/2023,Purchase,403.04,Credit Card,Success,Online,M839
TXN002307,CUST02307,6/16/2023,Purchase,96.22,Credit Card,Success,Online,M704
TXN002308,CUST02308,11/22/2024,Purchase,620.9,Credit Card,Success,Online,M233
TXN002309,CUST02309,10/8/2023,Refund,122.7,Cash,Success,In-store,M272
TXN002310,CUST02310,11/24/2024,Purchase,351.77,Cash,Success,Online,M225
TXN002311,CUST02311,9/4/2024,Purchase,512.34,Debit Card,Success,In-store,M355
TXN002312,CUST02312,8/9/2024,Purchase,875.48,UPI,Success,Online,M176
TXN002313,CUST02313,7/31/2023,Purchase,498.61,UPI,Success,Online,M592
TXN002314,CUST02314,11/12/2023,Purchase,705.24,UPI,Success,Online,M135
TXN002315,CUST02315,6/27/2024,Purchase,992.89,Cash,Success,Online,M195
TXN002316,CUST02316,2/13/2024,Purchase,140.17,Cash,Success,Online,M736
TXN002317,CUST02317,4/24/2023,Purchase,281.98,Credit Card,Success,Online,M834
TXN002318,CUST02318,8/24/2023,Purchase,400.63,UPI,Success,Online,M433
TXN002319,CUST02319,5/13/2024,Purchase,427.61,Debit Card,Success,Online,M673
TXN002320,CUST02320,12/24/2023,Purchase,416.91,Cash,Success,Online,M510
TXN002321,CUST02321,6/25/2023,Purchase,908.53,UPI,Success,Online,M524
TXN002322,CUST02322,10/23/2023,Purchase,716.89,Cash,Success,Online,M313
TXN002323,CUST02323,11/29/2023,Purchase,611.83,Cash,Success,Online,M706
TXN002324,CUST02324,3/30/2024,Purchase,316.28,Cash,Success,Online,M894
TXN002325,CUST02325,4/12/2024,Purchase,825.55,Cash,Success,In-store,M690
TXN002326,CUST02326,8/12/2024,Purchase,955.51,Credit Card,Success,In-store,M777
TXN002327,CUST02327,5/1/2023,Purchase,822.99,Debit Card,Success,Online,M234
TXN002328,CUST02328,6/20/2024,Purchase,11.55,Credit Card,Success,Online,M652
TXN002329,CUST02329,2/23/2025,Refund,640.04,UPI,Success,In-store,M930
TXN002330,CUST02330,9/9/2024,Purchase,60.62,Credit Card,Success,Online,M583
TXN002331,CUST02331,5/18/2023,Purchase,265.03,UPI,Success,In-store,M679
TXN002332,CUST02332,9/6/2024,Purchase,68.93,UPI,Success,Online,M637
TXN002333,CUST02333,11/18/2023,Purchase,607.76,Cash,Success,In-store,M895
TXN002334,CUST02334,3/24/2024,Purchase,689.72,Cash,Success,Online,M595
TXN002335,CUST02335,7/31/2023,Purchase,123.34,Credit Card,Success,Online,M263
TXN002336,CUST02336,11/3/2023,Purchase,390,Debit Card,Success,Online,M631
TXN002337,CUST02337,2/29/2024,Purchase,461.67,Cash,Failed,Online,M608
TXN002338,CUST02338,6/1/2024,Purchase,375.36,UPI,Success,In-store,M307
TXN002339,CUST02339,5/11/2024,Purchase,129.81,Credit Card,Success,Online,M946
TXN002340,CUST02340,7/8/2024,Purchase,424.76,UPI,Success,Online,M916
TXN002341,CUST02341,2/27/2025,Purchase,753.67,UPI,Success,Online,M816
TXN002342,CUST02342,6/27/2023,Refund,80.3,Cash,Success,In-store,M178
TXN002343,CUST02343,3/11/2025,Purchase,89.38,Credit Card,Success,In-store,M357
TXN002344,CUST02344,1/19/2024,Purchase,361.22,Credit Card,Success,Online,M920
TXN002345,CUST02345,6/30/2023,Purchase,942.31,Credit Card,Success,Online,M261
TXN002346,CUST02346,6/7/2024,Purchase,671.89,Cash,Success,In-store,M924
TXN002347,CUST02347,3/16/2025,Purchase,681.88,Credit Card,Success,Online,M417
TXN002348,CUST02348,4/11/2024,Purchase,368.3,UPI,Success,In-store,M681
TXN002349,CUST02349,8/27/2023,Purchase,597.72,Credit Card,Success,Online,M470
TXN002350,CUST02350,4/22/2024,Purchase,20.03,Cash,Success,In-store,M916
TXN002351,CUST02351,11/4/2023,Purchase,639.74,UPI,Success,Online,M518
TXN002352,CUST02352,12/23/2024,Purchase,914.15,Credit Card,Success,Online,M277
TXN002353,CUST02353,10/19/2023,Purchase,616.45,Credit Card,Success,Online,M690
TXN002354,CUST02354,12/22/2023,Purchase,874.96,UPI,Success,Online,M937
TXN002355,CUST02355,10/13/2024,Purchase,726.73,UPI,Success,Online,M215
TXN002356,CUST02356,8/29/2024,Purchase,129.35,UPI,Success,In-store,M585
TXN002357,CUST02357,8/30/2023,Purchase,903.43,UPI,Success,Online,M782
TXN002358,CUST02358,1/7/2024,Purchase,75.78,UPI,Success,Online,M691
TXN002359,CUST02359,7/28/2023,Purchase,538.63,Debit Card,Success,In-store,M501
TXN002360,CUST02360,12/7/2024,Purchase,150.72,UPI,Success,Online,M417
TXN002361,CUST02361,12/6/2024,Purchase,21.59,Credit Card,Success,In-store,M407
TXN002362,CUST02362,4/17/2023,Refund,427.81,Credit Card,Success,Online,M217
TXN002363,CUST02363,12/22/2024,Purchase,302.09,Credit Card,Success,In-store,M537
TXN002364,CUST02364,10/17/2023,Purchase,491.14,Cash,Success,Online,M108
TXN002365,CUST02365,11/1/2024,Purchase,581.43,UPI,Success,Online,M340
TXN002366,CUST02366,7/30/2023,Purchase,53.3,Debit Card,Failed,Online,M299
TXN002367,CUST02367,11/24/2024,Purchase,131.77,Cash,Success,Online,M878
TXN002368,CUST02368,12/18/2023,Purchase,563.06,UPI,Success,In-store,M287
TXN002369,CUST02369,10/14/2024,Purchase,349.74,Cash,Failed,Online,M654
TXN002370,CUST02370,1/17/2025,Purchase,731.88,Credit Card,Failed,In-store,M670
TXN002371,CUST02371,11/17/2023,Purchase,655.77,UPI,Success,Online,M618
TXN002372,CUST02372,12/24/2024,Purchase,847.15,Cash,Success,Online,M106
TXN002373,CUST02373,12/13/2024,Purchase,695.57,Debit Card,Success,Online,M582
TXN002374,CUST02374,7/11/2023,Purchase,435.63,Cash,Success,Online,M104
TXN002375,CUST02375,11/25/2024,Purchase,676.24,Debit Card,Success,Online,M119
TXN002376,CUST02376,1/14/2024,Purchase,282.63,Debit Card,Success,Online,M431
TXN002377,CUST02377,4/6/2025,Purchase,313.25,Debit Card,Success,Online,M180
TXN002378,CUST02378,5/18/2024,Purchase,791.1,UPI,Success,Online,M818
TXN002379,CUST02379,11/10/2024,Purchase,451.96,UPI,Success,Online,M142
TXN002380,CUST02380,1/31/2025,Purchase,800.4,Debit Card,Success,Online,M283
TXN002381,CUST02381,4/18/2024,Purchase,824.2,Cash,Success,In-store,M639
TXN002382,CUST02382,2/15/2025,Purchase,858.99,Cash,Success,Online,M599
TXN002383,CUST02383,3/7/2025,Refund,917.47,Debit Card,Success,Online,M419
TXN002384,CUST02384,8/30/2023,Purchase,436.68,Cash,Success,Online,M446
TXN002385,CUST02385,8/12/2023,Purchase,325.68,Debit Card,Success,Online,M801
TXN002386,CUST02386,10/23/2024,Purchase,586.38,Cash,Failed,Online,M181
TXN002387,CUST02387,10/7/2024,Purchase,377.46,Credit Card,Failed,Online,M253
TXN002388,CUST02388,10/20/2023,Purchase,605.06,Cash,Success,Online,M121
TXN002389,CUST02389,12/8/2024,Purchase,708.53,Credit Card,Failed,Online,M250
TXN002390,CUST02390,6/21/2024,Purchase,691.52,UPI,Success,In-store,M797
TXN002391,CUST02391,7/8/2024,Purchase,380.81,Debit Card,Success,In-store,M263
TXN002392,CUST02392,4/24/2024,Purchase,175.19,Credit Card,Success,Online,M848
TXN002393,CUST02393,11/30/2024,Purchase,436.22,Debit Card,Success,In-store,M820
TXN002394,CUST02394,9/14/2023,Purchase,151.17,UPI,Success,Online,M771
TXN002395,CUST02395,10/14/2024,Purchase,891.2,Debit Card,Success,In-store,M870
TXN002396,CUST02396,8/26/2024,Purchase,352.42,Cash,Success,Online,M103
TXN002397,CUST02397,5/2/2024,Purchase,162.92,UPI,Success,Online,M184
TXN002398,CUST02398,6/24/2024,Purchase,35.19,Debit Card,Success,Online,M840
TXN002399,CUST02399,1/15/2025,Purchase,649.36,Cash,Success,Online,M600
TXN002400,CUST02400,11/13/2024,Purchase,640.53,Debit Card,Success,Online,M469
TXN002401,CUST02401,8/5/2024,Purchase,347.2,Cash,Success,Online,M404
TXN002402,CUST02402,3/26/2024,Refund,80.99,Credit Card,Success,In-store,M475
TXN002403,CUST02403,7/16/2024,Purchase,415.53,Credit Card,Success,Online,M378
TXN002404,CUST02404,11/29/2023,Purchase,318.11,UPI,Success,Online,M168
TXN002405,CUST02405,7/21/2024,Purchase,680.35,UPI,Success,Online,M507
TXN002406,CUST02406,3/4/2025,Purchase,609.72,UPI,Success,Online,M382
TXN002407,CUST02407,7/12/2023,Refund,370.95,Cash,Success,Online,M642
TXN002408,CUST02408,7/14/2024,Purchase,225.71,Debit Card,Success,Online,M610
TXN002409,CUST02409,5/1/2024,Purchase,988.16,Credit Card,Success,Online,M734
TXN002410,CUST02410,5/5/2024,Purchase,459.46,UPI,Success,In-store,M240
TXN002411,CUST02411,2/2/2024,Refund,691.39,Debit Card,Success,In-store,M774
TXN002412,CUST02412,7/5/2023,Purchase,149.15,Credit Card,Success,Online,M985
TXN002413,CUST02413,12/17/2024,Purchase,490.73,Credit Card,Success,Online,M812
TXN002414,CUST02414,11/15/2023,Purchase,37.26,UPI,Success,Online,M169
TXN002415,CUST02415,8/31/2024,Purchase,510.4,Credit Card,Success,Online,M156
TXN002416,CUST02416,7/15/2024,Purchase,964.38,UPI,Success,Online,M989
TXN002417,CUST02417,4/18/2023,Purchase,390.36,UPI,Success,Online,M375
TXN002418,CUST02418,4/23/2024,Purchase,48.61,Credit Card,Success,In-store,M515
TXN002419,CUST02419,6/11/2024,Purchase,40.65,Cash,Success,Online,M525
TXN002420,CUST02420,12/21/2023,Purchase,394.11,Debit Card,Success,Online,M234
TXN002421,CUST02421,4/9/2024,Purchase,168.42,Credit Card,Success,Online,M995
TXN002422,CUST02422,4/7/2025,Purchase,33.12,Cash,Success,Online,M577
TXN002423,CUST02423,5/16/2024,Purchase,758.65,Credit Card,Success,Online,M427
TXN002424,CUST02424,1/4/2024,Purchase,463.94,UPI,Success,Online,M765
TXN002425,CUST02425,9/6/2024,Refund,296.35,UPI,Success,Online,M857
TXN002426,CUST02426,5/5/2024,Purchase,901.08,Credit Card,Success,Online,M118
TXN002427,CUST02427,4/13/2024,Purchase,124.98,Credit Card,Success,In-store,M898
TXN002428,CUST02428,12/6/2024,Purchase,956.36,Debit Card,Success,Online,M200
TXN002429,CUST02429,9/15/2023,Purchase,320.83,Cash,Success,Online,M464
TXN002430,CUST02430,2/18/2025,Refund,889.52,UPI,Success,Online,M275
TXN002431,CUST02431,4/24/2024,Purchase,606.91,Debit Card,Success,In-store,M515
TXN002432,CUST02432,11/18/2024,Purchase,828.44,UPI,Failed,Online,M797
TXN002433,CUST02433,11/9/2024,Purchase,984.17,UPI,Success,Online,M796
TXN002434,CUST02434,10/5/2024,Purchase,295.52,Debit Card,Success,In-store,M684
TXN002435,CUST02435,7/28/2024,Purchase,961.52,Credit Card,Success,Online,M558
TXN002436,CUST02436,9/3/2024,Purchase,395.59,Cash,Success,In-store,M358
TXN002437,CUST02437,2/21/2024,Purchase,391.66,Debit Card,Success,Online,M382
TXN002438,CUST02438,11/15/2024,Purchase,346.98,Credit Card,Success,Online,M274
TXN002439,CUST02439,1/3/2025,Purchase,545.99,Debit Card,Success,In-store,M945
